Country,ISO_Code,Level,GDLCODE,Region,"2018"
"Kenya","KEN","National","KENt","Total",39.2
"Kenya","KEN","Urb/rur","KENtu","Urban",54.4
"Kenya","KEN","Urb/rur","KENtr","Rural",28.2
"Kenya","KEN","Poverty","KENp1","Poor",25.9
"Kenya","KEN","Poverty","KENp0","Nonpoor",67.8
"Kenya","KEN","Wealth quartiles","KENw41","Lowest 25%",14.9
"Kenya","KEN","Wealth quartiles","KENw42","Second 25%",27.1
"Kenya","KEN","Wealth quartiles","KENw43","Third 25%",45.1
"Kenya","KEN","Wealth quartiles","KENw44","Highest 25%",69.8
"Kenya","KEN","Subnat","KENr102","Central",47.3
"Kenya","KEN","Subnat","KENr103","Coast",42.5
"Kenya","KEN","Subnat","KENr104","Eastern",34.8
"Kenya","KEN","Subnat","KENr101","Nairobi",63.5
"Kenya","KEN","Subnat","KENr108","North Eastern",22.0
"Kenya","KEN","Subnat","KENr105","Nyanza",31.1
"Kenya","KEN","Subnat","KENr106","Rift Valley",34.8
"Kenya","KEN","Subnat","KENr107","Western",26.4
"Kiribati","KIR","National","KIRt","Total",44.8
"Kiribati","KIR","Urb/rur","KIRtu","Urban",54.6
"Kiribati","KIR","Urb/rur","KIRtr","Rural",35.9
"Kiribati","KIR","Poverty","KIRp1","Poor",31.7
"Kiribati","KIR","Poverty","KIRp0","Nonpoor",63.9
"Kiribati","KIR","Wealth quartiles","KIRw41","Lowest 25%",24.9
"Kiribati","KIR","Wealth quartiles","KIRw42","Second 25%",40.1
"Kiribati","KIR","Wealth quartiles","KIRw43","Third 25%",48.0
"Kiribati","KIR","Wealth quartiles","KIRw44","Highest 25%",66.2
"Kiribati","KIR","Subnat","KIRr103","Central Gibert",34.9
"Kiribati","KIR","Subnat","KIRr105","Line and Phoenix Group",40.6
"Kiribati","KIR","Subnat","KIRr102","Northern Gilbert",35.5
"Kiribati","KIR","Subnat","KIRr104","Southern Gilbert",34.8
"Kiribati","KIR","Subnat","KIRr101","Souyth Tarawa",54.6
"Kosovo","XKO","National","KSVt","Total",90.3
"Kosovo","XKO","Urb/rur","KSVtu","Urban",92.5
"Kosovo","XKO","Urb/rur","KSVtr","Rural",88.6
"Kosovo","XKO","Poverty","KSVp1","Poor",42.4
"Kosovo","XKO","Poverty","KSVp0","Nonpoor",87.2
"Kosovo","XKO","Wealth quartiles","KSVw41","Lowest 25%",82.7
"Kosovo","XKO","Wealth quartiles","KSVw42","Second 25%",90.3
"Kosovo","XKO","Wealth quartiles","KSVw43","Third 25%",92.9
"Kosovo","XKO","Wealth quartiles","KSVw44","Highest 25%",95.4
"Kosovo","XKO","Subnat","KSVr107","Ferizaj",90.0
"Kosovo","XKO","Subnat","KSVr101","Gjakova",91.4
"Kosovo","XKO","Subnat","KSVr102","Gjilan",87.2
"Kosovo","XKO","Subnat","KSVr103","Mitrovica",90.2
"Kosovo","XKO","Subnat","KSVr104","Peja",90.8
"Kosovo","XKO","Subnat","KSVr106","Pristina",91.2
"Kosovo","XKO","Subnat","KSVr105","Prizren",90.5
"Kuwait","KWT","National","KWTt","Total",94.6
"Kuwait","KWT","Urb/rur","KWTtu","Urban",94.6
"Kuwait","KWT","Subnat","KWTr102","Ahmadi",94.2
"Kuwait","KWT","Subnat","KWTr101","Al Asimah, Hawalli, Al-Farwaniyah, Mubarak al-Sabah",94.8
"Kuwait","KWT","Subnat","KWTr103","Al-Jahra",93.6
"Kyrgyzstan","KGZ","National","KGZt","Total",81.3
"Kyrgyzstan","KGZ","Urb/rur","KGZtu","Urban",86.2
"Kyrgyzstan","KGZ","Urb/rur","KGZtr","Rural",77.3
"Kyrgyzstan","KGZ","Poverty","KGZp1","Poor",42.5
"Kyrgyzstan","KGZ","Poverty","KGZp0","Nonpoor",81.6
"Kyrgyzstan","KGZ","Wealth quartiles","KGZw41","Lowest 25%",71.7
"Kyrgyzstan","KGZ","Wealth quartiles","KGZw42","Second 25%",79.4
"Kyrgyzstan","KGZ","Wealth quartiles","KGZw43","Third 25%",84.1
"Kyrgyzstan","KGZ","Wealth quartiles","KGZw44","Highest 25%",89.9
"Kyrgyzstan","KGZ","Subnat","KGZr108","Batken",80.2
"Kyrgyzstan","KGZ","Subnat","KGZr101","Bishkek",87.7
"Kyrgyzstan","KGZ","Subnat","KGZr103","Chuy",83.2
"Kyrgyzstan","KGZ","Subnat","KGZr102","Issyk-Kul",82.5
"Kyrgyzstan","KGZ","Subnat","KGZr105","Jalal-Abad",76.8
"Kyrgyzstan","KGZ","Subnat","KGZr107","Naryn",75.8
"Kyrgyzstan","KGZ","Subnat","KGZr106","Osh",76.2
"Kyrgyzstan","KGZ","Subnat","KGZr104","Talas",79.1
"Lao","LAO","National","LAOt","Total",71.6
"Lao","LAO","Urb/rur","LAOtu","Urban",86.6
"Lao","LAO","Urb/rur","LAOtr","Rural",64.5
"Lao","LAO","Poverty","LAOp1","Poor",34.7
"Lao","LAO","Poverty","LAOp0","Nonpoor",80.8
"Lao","LAO","Wealth quartiles","LAOw41","Lowest 25%",40.3
"Lao","LAO","Wealth quartiles","LAOw42","Second 25%",68.3
"Lao","LAO","Wealth quartiles","LAOw43","Third 25%",84.3
"Lao","LAO","Wealth quartiles","LAOw44","Highest 25%",93.6
"Lao","LAO","Subnat","LAOr117","Attapeu",66.3
"Lao","LAO","Subnat","LAOr105","Bokeo",72.1
"Lao","LAO","Subnat","LAOr111","Borikhamxay",82.4
"Lao","LAO","Subnat","LAOr116","Champasack",74.4
"Lao","LAO","Subnat","LAOr107","Huaphanh",58.1
"Lao","LAO","Subnat","LAOr112","Khammuane",71.0
"Lao","LAO","Subnat","LAOr103","Luangnamtha",68.2
"Lao","LAO","Subnat","LAOr106","Luangprabang",62.9
"Lao","LAO","Subnat","LAOr104","Oudomxay",62.0
"Lao","LAO","Subnat","LAOr102","Phongsaly",55.3
"Lao","LAO","Subnat","LAOr114","Saravane",56.8
"Lao","LAO","Subnat","LAOr113","Savannakhet",67.6
"Lao","LAO","Subnat","LAOr108","Sayabury",77.4
"Lao","LAO","Subnat","LAOr115","Sekong",61.4
"Lao","LAO","Subnat","LAOr101","Vientiane Municipality",90.1
"Lao","LAO","Subnat","LAOr110","Vientiane Province",76.6
"Lao","LAO","Subnat","LAOr109","Xiengkhuang",73.0
"Lebanon","LBN","National","LBNt","Total",68.6
"Lebanon","LBN","Urb/rur","LBNtu","Urban",68.6
"Lebanon","LBN","Urb/rur","LBNtr","Rural",68.9
"Lebanon","LBN","Poverty","LBNp1","Poor",58.3
"Lebanon","LBN","Poverty","LBNp0","Nonpoor",71.5
"Lebanon","LBN","Subnat","LBNr101","Beirut",67.9
"Lebanon","LBN","Subnat","LBNr104","Beqaa",76.6
"Lebanon","LBN","Subnat","LBNr102","Mount Lebanon",72.7
"Lebanon","LBN","Subnat","LBNr103","Northern",53.9
"Lebanon","LBN","Subnat","LBNr105","Southern, Nabtieh",72.7
"Lesotho","LSO","National","LSOt","Total",48.5
"Lesotho","LSO","Urb/rur","LSOtu","Urban",61.7
"Lesotho","LSO","Urb/rur","LSOtr","Rural",38.6
"Lesotho","LSO","Poverty","LSOp1","Poor",33.2
"Lesotho","LSO","Poverty","LSOp0","Nonpoor",69.2
"Lesotho","LSO","Wealth quartiles","LSOw41","Lowest 25%",23.8
"Lesotho","LSO","Wealth quartiles","LSOw42","Second 25%",39.9
"Lesotho","LSO","Wealth quartiles","LSOw43","Third 25%",54.1
"Lesotho","LSO","Wealth quartiles","LSOw44","Highest 25%",76.1
"Lesotho","LSO","Subnat","LSOr103","Berea",51.9
"Lesotho","LSO","Subnat","LSOr101","Butha-Buthe",42.7
"Lesotho","LSO","Subnat","LSOr102","Leribe",50.0
"Lesotho","LSO","Subnat","LSOr105","Mafeteng",46.7
"Lesotho","LSO","Subnat","LSOr104","Maseru",57.2
"Lesotho","LSO","Subnat","LSOr106","Mohale s Hoek",41.0
"Lesotho","LSO","Subnat","LSOr109","Mokhotlong",32.7
"Lesotho","LSO","Subnat","LSOr108","Qasha s Nek",41.1
"Lesotho","LSO","Subnat","LSOr107","Quthing",40.7
"Lesotho","LSO","Subnat","LSOr110","Thaba-Tseka",30.0
"Liberia","LBR","National","LBRt","Total",28.8
"Liberia","LBR","Urb/rur","LBRtu","Urban",37.9
"Liberia","LBR","Urb/rur","LBRtr","Rural",16.9
"Liberia","LBR","Poverty","LBRp1","Poor",22.9
"Liberia","LBR","Poverty","LBRp0","Nonpoor",65.6
"Liberia","LBR","Wealth quartiles","LBRw41","Lowest 25%",10.1
"Liberia","LBR","Wealth quartiles","LBRw42","Second 25%",20.2
"Liberia","LBR","Wealth quartiles","LBRw43","Third 25%",31.5
"Liberia","LBR","Wealth quartiles","LBRw44","Highest 25%",53.3
"Liberia","LBR","Subnat","LBRr201"," Monrovia",44.7
"Liberia","LBR","Subnat","LBRr206"," North Central",20.4
"Liberia","LBR","Subnat","LBRr202"," North Western",19.4
"Liberia","LBR","Subnat","LBRr203"," South Central",24.4
"Liberia","LBR","Subnat","LBRr204"," South Eastern A",17.1
"Liberia","LBR","Subnat","LBRr205"," South Eastern B",20.4
"Liberia","LBR","Subnat","LBRr101","Bomi",20.7
"Liberia","LBR","Subnat","LBRr102","Bong",17.7
"Liberia","LBR","Subnat","LBRr103","Gbarpolu",17.1
"Liberia","LBR","Subnat","LBRr104","Grand Bassa",19.0
"Liberia","LBR","Subnat","LBRr105","Grand Cape Mount",19.7
"Liberia","LBR","Subnat","LBRr106","Grand Gedeh",21.1
"Liberia","LBR","Subnat","LBRr107","Grand Kru",16.3
"Liberia","LBR","Subnat","LBRr108","Lofa",19.6
"Liberia","LBR","Subnat","LBRr109","Margibi",29.3
"Liberia","LBR","Subnat","LBRr110","Maryland",24.1
"Liberia","LBR","Subnat","LBRr111","Montserrado",42.8
"Liberia","LBR","Subnat","LBRr112","Nimba",23.9
"Liberia","LBR","Subnat","LBRr113","River Cess",13.7
"Liberia","LBR","Subnat","LBRr114","River Gee",19.6
"Liberia","LBR","Subnat","LBRr115","Sinoe",16.0
"Libya","LBY","National","LBYt","Total",91.5
"Libya","LBY","Urb/rur","LBYtu","Urban",91.4
"Libya","LBY","Urb/rur","LBYtr","Rural",91.3
"Libya","LBY","Subnat","LBYr101","Cyrenaica",89.1
"Libya","LBY","Subnat","LBYr103","Fezzan",87.9
"Libya","LBY","Subnat","LBYr102","Tripolitania",93.4
"Madagascar","MDG","National","MDGt","Total",30.8
"Madagascar","MDG","Urb/rur","MDGtu","Urban",43.2
"Madagascar","MDG","Urb/rur","MDGtr","Rural",26.7
"Madagascar","MDG","Poverty","MDGp1","Poor",25.6
"Madagascar","MDG","Poverty","MDGp0","Nonpoor",63.8
"Madagascar","MDG","Wealth quartiles","MDGw41","Lowest 25%",14.8
"Madagascar","MDG","Wealth quartiles","MDGw42","Second 25%",22.1
"Madagascar","MDG","Wealth quartiles","MDGw43","Third 25%",32.9
"Madagascar","MDG","Wealth quartiles","MDGw44","Highest 25%",53.4
"Madagascar","MDG","Subnat","MDGr201"," Antananarivo",37.7
"Madagascar","MDG","Subnat","MDGr206"," Antsiranana",36.2
"Madagascar","MDG","Subnat","MDGr202"," Fianarantsoa",23.3
"Madagascar","MDG","Subnat","MDGr204"," Mahajanga",30.6
"Madagascar","MDG","Subnat","MDGr203"," Toamasina",32.6
"Madagascar","MDG","Subnat","MDGr205"," Toliary",22.3
"Madagascar","MDG","Subnat","MDGr112","Alaotra Mangoro",30.1
"Madagascar","MDG","Subnat","MDGr101","Analamanga",45.4
"Madagascar","MDG","Subnat","MDGr111","Analanjirofo",33.9
"Madagascar","MDG","Subnat","MDGr106","Anamoroni Mania",24.0
"Madagascar","MDG","Subnat","MDGr118","Androy",20.3
"Madagascar","MDG","Subnat","MDGr119","Anosy",22.5
"Madagascar","MDG","Subnat","MDGr117","Atsimo Andrefana",22.8
"Madagascar","MDG","Subnat","MDGr109","Atsimo Atsinanana",20.1
"Madagascar","MDG","Subnat","MDGr110","Atsinanana",33.6
"Madagascar","MDG","Subnat","MDGr115","Betsiboka",28.2
"Madagascar","MDG","Subnat","MDGr113","Boeny",30.8
"Madagascar","MDG","Subnat","MDGr104","Bongolava",29.7
"Madagascar","MDG","Subnat","MDGr121","Diana",37.8
"Madagascar","MDG","Subnat","MDGr105","Haute Matsiatra",25.1
"Madagascar","MDG","Subnat","MDGr108","Ihorombe",24.6
"Madagascar","MDG","Subnat","MDGr103","Itasy",28.4
"Madagascar","MDG","Subnat","MDGr116","Melaky",23.6
"Madagascar","MDG","Subnat","MDGr120","Menabe",23.2
"Madagascar","MDG","Subnat","MDGr122","Sava",34.6
"Madagascar","MDG","Subnat","MDGr114","Sofia",32.3
"Madagascar","MDG","Subnat","MDGr102","Vakinankaratra",30.1
"Madagascar","MDG","Subnat","MDGr107","Vatovavy Fitovinany",22.8
"Malawi","MWI","National","MWIt","Total",26.2
"Malawi","MWI","Urb/rur","MWItu","Urban",49.0
"Malawi","MWI","Urb/rur","MWItr","Rural",22.0
"Malawi","MWI","Poverty","MWIp1","Poor",21.6
"Malawi","MWI","Poverty","MWIp0","Nonpoor",69.8
"Malawi","MWI","Wealth quartiles","MWIw41","Lowest 25%",12.1
"Malawi","MWI","Wealth quartiles","MWIw42","Second 25%",18.9
"Malawi","MWI","Wealth quartiles","MWIw43","Third 25%",24.8
"Malawi","MWI","Wealth quartiles","MWIw44","Highest 25%",48.9
"Malawi","MWI","Subnat","MWIr101","Blantyre",38.5
"Malawi","MWI","Subnat","MWIr102","Kasungu",23.3
"Malawi","MWI","Subnat","MWIr109","Lilongwe",31.4
"Malawi","MWI","Subnat","MWIr103","Machinga",20.4
"Malawi","MWI","Subnat","MWIr104","Mangochi",23.4
"Malawi","MWI","Subnat","MWIr110","Mulanje",24.5
"Malawi","MWI","Subnat","MWIr105","Mzimba",30.6
"Malawi","MWI","Subnat","MWIr112","Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",21.9
"Malawi","MWI","Subnat","MWIr111","Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",29.4
"Malawi","MWI","Subnat","MWIr113","Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",23.2
"Malawi","MWI","Subnat","MWIr106","Salima",22.5
"Malawi","MWI","Subnat","MWIr107","Thyolo",22.2
"Malawi","MWI","Subnat","MWIr108","Zomba",26.1
"Malaysia","MYS","National","MYSt","Total",88.5
"Malaysia","MYS","Urb/rur","MYStu","Urban",92.0
"Malaysia","MYS","Urb/rur","MYStr","Rural",85.4
"Malaysia","MYS","Poverty","MYSp1","Poor",
"Malaysia","MYS","Poverty","MYSp0","Nonpoor",
"Malaysia","MYS","Wealth quartiles","MYSw41","Lowest 25%",71.7
"Malaysia","MYS","Wealth quartiles","MYSw42","Second 25%",90.0
"Malaysia","MYS","Wealth quartiles","MYSw43","Third 25%",94.0
"Malaysia","MYS","Wealth quartiles","MYSw44","Highest 25%",99.0
"Malaysia","MYS","Subnat","MYSr203"," Central (Perak, Selangor, Wilayah Persekutuan)",91.5
"Malaysia","MYS","Subnat","MYSr202"," East (Kelantan, Terengganu, Pahang)",88.7
"Malaysia","MYS","Subnat","MYSr205"," East Malaysia (Saba, Sarawak)",78.3
"Malaysia","MYS","Subnat","MYSr201"," North (Perlis, Kedah, Penang)",91.7
"Malaysia","MYS","Subnat","MYSr204"," South (Negeri Sembilan, Melaka, Johor)",90.3
"Malaysia","MYS","Subnat","MYSr101","Johor",
"Malaysia","MYS","Subnat","MYSr102","Kedah",
"Malaysia","MYS","Subnat","MYSr103","Kelantan",
"Malaysia","MYS","Subnat","MYSr114","Kuala Lumpur Federal Territory",
"Malaysia","MYS","Subnat","MYSr115","Labuan Federal Territory",
"Malaysia","MYS","Subnat","MYSr104","Melaka",
"Malaysia","MYS","Subnat","MYSr105","Negeri Sembilan",
"Malaysia","MYS","Subnat","MYSr106","Pahang",
"Malaysia","MYS","Subnat","MYSr108","Perak",
"Malaysia","MYS","Subnat","MYSr109","Perlis",
"Malaysia","MYS","Subnat","MYSr107","Pulau Pinang",
"Malaysia","MYS","Subnat","MYSr112","Sabah",
"Malaysia","MYS","Subnat","MYSr113","Sarawak",
"Malaysia","MYS","Subnat","MYSr110","Selangor",
"Malaysia","MYS","Subnat","MYSr111","Terengganu",
"Maldives","MDV","National","MDVt","Total",85.8
"Maldives","MDV","Urb/rur","MDVtu","Urban",90.3
"Maldives","MDV","Urb/rur","MDVtr","Rural",83.0
"Maldives","MDV","Poverty","MDVp1","Poor",43.3
"Maldives","MDV","Poverty","MDVp0","Nonpoor",86.0
"Maldives","MDV","Wealth quartiles","MDVw41","Lowest 25%",77.9
"Maldives","MDV","Wealth quartiles","MDVw42","Second 25%",84.8
"Maldives","MDV","Wealth quartiles","MDVw43","Third 25%",88.5
"Maldives","MDV","Wealth quartiles","MDVw44","Highest 25%",92.1
"Maldives","MDV","Subnat","MDVr104","Central",82.4
"Maldives","MDV","Subnat","MDVr101","Male",90.3
"Maldives","MDV","Subnat","MDVr102","North",82.6
"Maldives","MDV","Subnat","MDVr103","North Central",82.6
"Maldives","MDV","Subnat","MDVr106","South",84.0
"Maldives","MDV","Subnat","MDVr105","South Central",83.1
"Mali","MLI","National","MLIt","Total",40.6
"Mali","MLI","Urb/rur","MLItu","Urban",61.0
"Mali","MLI","Urb/rur","MLItr","Rural",34.8
"Mali","MLI","Poverty","MLIp1","Poor",29.3
"Mali","MLI","Poverty","MLIp0","Nonpoor",65.6
"Mali","MLI","Wealth quartiles","MLIw41","Lowest 25%",23.1
"Mali","MLI","Wealth quartiles","MLIw42","Second 25%",30.2
"Mali","MLI","Wealth quartiles","MLIw43","Third 25%",43.2
"Mali","MLI","Wealth quartiles","MLIw44","Highest 25%",66.0
"Mali","MLI","Subnat","MLIr108","Bamako",65.4
"Mali","MLI","Subnat","MLIr107","Gao and Kidal",27.1
"Mali","MLI","Subnat","MLIr101","Kayes",36.6
"Mali","MLI","Subnat","MLIr102","Koulikoro",39.5
"Mali","MLI","Subnat","MLIr105","Mopti",31.6
"Mali","MLI","Subnat","MLIr104","Segou",37.6
"Mali","MLI","Subnat","MLIr103","Sikasso",40.1
"Mali","MLI","Subnat","MLIr106","Tombouctou",28.3
"Mauritania","MRT","National","MRTt","Total",33.8
"Mauritania","MRT","Urb/rur","MRTtu","Urban",47.8
"Mauritania","MRT","Urb/rur","MRTtr","Rural",23.2
"Mauritania","MRT","Poverty","MRTp1","Poor",23.7
"Mauritania","MRT","Poverty","MRTp0","Nonpoor",64.8
"Mauritania","MRT","Wealth quartiles","MRTw41","Lowest 25%",12.4
"Mauritania","MRT","Wealth quartiles","MRTw42","Second 25%",21.7
"Mauritania","MRT","Wealth quartiles","MRTw43","Third 25%",39.6
"Mauritania","MRT","Wealth quartiles","MRTw44","Highest 25%",61.7
"Mauritania","MRT","Subnat","MRTr107","Adrar",34.8
"Mauritania","MRT","Subnat","MRTr103","Assaba",26.4
"Mauritania","MRT","Subnat","MRTr105","Brakna",30.3
"Mauritania","MRT","Subnat","MRTr104","Gorgol",23.9
"Mauritania","MRT","Subnat","MRTr110","Guidimagha",23.0
"Mauritania","MRT","Subnat","MRTr101","Hodh Charghi",20.9
"Mauritania","MRT","Subnat","MRTr102","Hodh Gharbi",18.2
"Mauritania","MRT","Subnat","MRTr112","Inchiri",
"Mauritania","MRT","Subnat","MRTr108","Nouadhibou",59.7
"Mauritania","MRT","Subnat","MRTr109","Tagant",29.0
"Mauritania","MRT","Subnat","MRTr111","Tiris-Zemmour",53.5
"Mauritania","MRT","Subnat","MRTr106","Trarza incl Nouakchott",44.8
"Mauritius","MUS","National","MUSt","Total",88.9
"Mauritius","MUS","Urb/rur","MUStu","Urban",90.6
"Mauritius","MUS","Urb/rur","MUStr","Rural",87.8
"Mauritius","MUS","Poverty","MUSp1","Poor",42.8
"Mauritius","MUS","Poverty","MUSp0","Nonpoor",89.5
"Mauritius","MUS","Wealth quartiles","MUSw41","Lowest 25%",73.9
"Mauritius","MUS","Wealth quartiles","MUSw42","Second 25%",87.2
"Mauritius","MUS","Wealth quartiles","MUSw43","Third 25%",94.4
"Mauritius","MUS","Wealth quartiles","MUSw44","Highest 25%",100
"Mauritius","MUS","Subnat","MUSr101","North (Port Louis, Pamplemousses, Riviere du Rempart, Flacq, Moka)",88.2
"Mauritius","MUS","Subnat","MUSr103","Rodrigues",77.5
"Mauritius","MUS","Subnat","MUSr102","South (Grand Port, Savanne, Plaines Wilhems, Black River)",90.3
"Mexico","MEX","National","MEXt","Total",84.2
"Mexico","MEX","Urb/rur","MEXtu","Urban",86.8
"Mexico","MEX","Urb/rur","MEXtr","Rural",74.8
"Mexico","MEX","Poverty","MEXp1","Poor",37.9
"Mexico","MEX","Poverty","MEXp0","Nonpoor",85.3
"Mexico","MEX","Wealth quartiles","MEXw41","Lowest 25%",69.5
"Mexico","MEX","Wealth quartiles","MEXw42","Second 25%",83.5
"Mexico","MEX","Wealth quartiles","MEXw43","Third 25%",89.6
"Mexico","MEX","Wealth quartiles","MEXw44","Highest 25%",94.2
"Mexico","MEX","Subnat","MEXr204"," CDMX-Edo Mexico Ciudad de Mexico (Estado de Mexico)",85.5
"Mexico","MEX","Subnat","MEXr203"," Centro (Guerrero, Morelos, Puebla, Tlaxcala, Hidalgo, Michoacan y Colima)",83.0
"Mexico","MEX","Subnat","MEXr202"," Noreste (Aguascalientes, Coahuila, Guanajuato, Nuevo Leon, Queretaro, San Luis Potosi, Tamaulipas,",85.1
"Mexico","MEX","Subnat","MEXr201"," Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Jalisco, Nayarit, Sinaloa y Son",87.7
"Mexico","MEX","Subnat","MEXr205"," Sur (Campeche, Chiapas, Oaxaca, Quintana Roo, Tabasco, Veracruz y Yucatan)",79.1
"Mexico","MEX","Subnat","MEXr101","Aguascalientes",85.5
"Mexico","MEX","Subnat","MEXr102","Baja California",84.0
"Mexico","MEX","Subnat","MEXr103","Baja California Sur",82.6
"Mexico","MEX","Subnat","MEXr104","Campeche",74.1
"Mexico","MEX","Subnat","MEXr107","Chiapas",61.7
"Mexico","MEX","Subnat","MEXr108","Chihuahua",84.5
"Mexico","MEX","Subnat","MEXr105","Coahuila",85.2
"Mexico","MEX","Subnat","MEXr106","Colima",82.1
"Mexico","MEX","Subnat","MEXr109","Distrito Federal",86.7
"Mexico","MEX","Subnat","MEXr110","Durango",80.2
"Mexico","MEX","Subnat","MEXr111","Guanajuato",80.2
"Mexico","MEX","Subnat","MEXr112","Guerrero",65.0
"Mexico","MEX","Subnat","MEXr113","Hidalgo",73.5
"Mexico","MEX","Subnat","MEXr114","Jalisco",86.2
"Mexico","MEX","Subnat","MEXr115","Mexico",79.3
"Mexico","MEX","Subnat","MEXr116","Michoacan de Ocampo",77.1
"Mexico","MEX","Subnat","MEXr117","Morelos",77.4
"Mexico","MEX","Subnat","MEXr118","Nayarit",79.3
"Mexico","MEX","Subnat","MEXr119","Nuevo Leon",87.0
"Mexico","MEX","Subnat","MEXr120","Oaxaca",61.7
"Mexico","MEX","Subnat","MEXr121","Puebla",71.5
"Mexico","MEX","Subnat","MEXr122","Queretaro",81.2
"Mexico","MEX","Subnat","MEXr123","Quintana Roo",78.4
"Mexico","MEX","Subnat","MEXr124","San Luis Potosi",74.9
"Mexico","MEX","Subnat","MEXr125","Sinaloa",81.4
"Mexico","MEX","Subnat","MEXr126","Sonora",82.9
"Mexico","MEX","Subnat","MEXr127","Tabasco",73.0
"Mexico","MEX","Subnat","MEXr128","Tamaulipas",81.2
"Mexico","MEX","Subnat","MEXr129","Tlaxcala",75.1
"Mexico","MEX","Subnat","MEXr130","Veracruz",70.5
"Mexico","MEX","Subnat","MEXr131","Yucatan",77.7
"Mexico","MEX","Subnat","MEXr132","Zacatecas",81.3
"Moldova","MDA","National","MDAt","Total",70.7
"Moldova","MDA","Urb/rur","MDAtu","Urban",81.8
"Moldova","MDA","Urb/rur","MDAtr","Rural",63.8
"Moldova","MDA","Poverty","MDAp1","Poor",38.0
"Moldova","MDA","Poverty","MDAp0","Nonpoor",75.2
"Moldova","MDA","Wealth quartiles","MDAw41","Lowest 25%",49.3
"Moldova","MDA","Wealth quartiles","MDAw42","Second 25%",67.2
"Moldova","MDA","Wealth quartiles","MDAw43","Third 25%",77.0
"Moldova","MDA","Wealth quartiles","MDAw44","Highest 25%",89.3
"Moldova","MDA","Subnat","MDAr102","Center",66.4
"Moldova","MDA","Subnat","MDAr104","Chisinau",85.6
"Moldova","MDA","Subnat","MDAr101","North",66.2
"Moldova","MDA","Subnat","MDAr103","South",70.1
"Mongolia","MNG","National","MNGt","Total",67.4
"Mongolia","MNG","Urb/rur","MNGtu","Urban",74.6
"Mongolia","MNG","Urb/rur","MNGtr","Rural",52.7
"Mongolia","MNG","Poverty","MNGp1","Poor",40.1
"Mongolia","MNG","Poverty","MNGp0","Nonpoor",72.8
"Mongolia","MNG","Wealth quartiles","MNGw41","Lowest 25%",47.0
"Mongolia","MNG","Wealth quartiles","MNGw42","Second 25%",60.5
"Mongolia","MNG","Wealth quartiles","MNGw43","Third 25%",72.1
"Mongolia","MNG","Wealth quartiles","MNGw44","Highest 25%",89.9
"Mongolia","MNG","Subnat","MNGr103","Central (Dornogovi, Dundgovi, Umnugovi, Selenge, Tuv, Darkhan-Uul, Govisumber)",65.8
"Mongolia","MNG","Subnat","MNGr104","Eastern (Dornod, Sukhbaatar, Khentii)",60.1
"Mongolia","MNG","Subnat","MNGr102","Khangai (Arkhangai, Bayankhongor, Bulgan, Uvurkhangai, Khuvsgul, Orkhon)",58.3
"Mongolia","MNG","Subnat","MNGr105","Ulaanbaatar",76.3
"Mongolia","MNG","Subnat","MNGr101","Western (Bayan-Ulgii, Govi-Altai, Zavkhan, Uvs, Khovd)",52.4
"Monte Negro","MNE","National","MNEt","Total",92.2
"Monte Negro","MNE","Urb/rur","MNEtu","Urban",93.1
"Monte Negro","MNE","Urb/rur","MNEtr","Rural",90.2
"Monte Negro","MNE","Poverty","MNEp1","Poor",
"Monte Negro","MNE","Poverty","MNEp0","Nonpoor",
"Monte Negro","MNE","Wealth quartiles","MNEw41","Lowest 25%",85.8
"Monte Negro","MNE","Wealth quartiles","MNEw42","Second 25%",92.4
"Monte Negro","MNE","Wealth quartiles","MNEw43","Third 25%",94.3
"Monte Negro","MNE","Wealth quartiles","MNEw44","Highest 25%",96.2
"Monte Negro","MNE","Subnat","MNEr102","Centre",92.9
"Monte Negro","MNE","Subnat","MNEr101","North",93.1
"Monte Negro","MNE","Subnat","MNEr103","South",89.7
"Morocco","MAR","National","MARt","Total",86.0
"Morocco","MAR","Urb/rur","MARtu","Urban",90.8
"Morocco","MAR","Urb/rur","MARtr","Rural",79.4
"Morocco","MAR","Poverty","MARp1","Poor",42.7
"Morocco","MAR","Poverty","MARp0","Nonpoor",87.1
"Morocco","MAR","Wealth quartiles","MARw41","Lowest 25%",65.4
"Morocco","MAR","Wealth quartiles","MARw42","Second 25%",85.3
"Morocco","MAR","Wealth quartiles","MARw43","Third 25%",93.5
"Morocco","MAR","Wealth quartiles","MARw44","Highest 25%",100
"Morocco","MAR","Subnat","MARr103","Centre",87.9
"Morocco","MAR","Subnat","MARr102","Centre north",84.4
"Morocco","MAR","Subnat","MARr105","Centre south",84.5
"Morocco","MAR","Subnat","MARr104","Eastern",82.4
"Morocco","MAR","Subnat","MARr101","North west",87.3
"Morocco","MAR","Subnat","MARr107","South",86.0
"Morocco","MAR","Subnat","MARr106","Tensift",85.3
"Mozambique","MOZ","National","MOZt","Total",23.3
"Mozambique","MOZ","Urb/rur","MOZtu","Urban",36.8
"Mozambique","MOZ","Urb/rur","MOZtr","Rural",17.5
